Transaction ID,Date,Customer Name,Product Category,Product Name,Quantity,Price,Total Amount,Payment Method,Country
5506,,Jane Smith,Clothing,Shirt,Five,,401.26,Credit Card,Germany
0,,,Household,Table,2,20.0,169.29,CASH,USA
3517,"Dec 11, 2024",Ali Khan,Household,Table,,8,128.22,Cash,China
2383,2024/12/09,Jane Smith,Electronics,Laptop,3,20.0,219.04,Cash,India
6074,12/11/2024,John Doe,Household,Table,,15.0,378.3,CASH,United States
2020,"Dec 11, 2024",Maria Lopez,Electronics,Laptop,2,10.5,97.4,Debit,United States
9983,12/11/2024,,Fruits,Apple,2,15.0,21.57,Cash,India
1636,12/11/2024,Wei Zhang,Household,Table,10,15.0,379.9,,India
8291,"Dec 11, 2024",,Fruits,Banana,3,15.0,204.0,Cash,United States
5146,2024-12-10,,Fruits,Apple,10,15 USD,410.11,CASH,Germany
9457,12/11/2024,,Electronics,Laptop,,,431.87,,
2989,"Dec 11, 2024",,Clothing,Shirt,Five,10.5,190.15,CASH,India
3226,,Ali Khan,,,10,,326.86,Paypal,INDIA
7243,"Dec 11, 2024",Wei Zhang,Vegetables,Tomato,2,8,362.07,Paypal,U.S.A.
1956,2024/12/09,Maria Lopez,Vegetables,Tomato,1,10.5,182.78,Cash,India
6199,12/11/2024,John Doe,Fruits,Apple,10,15.0,497.37,Cash,
9017,,John Doe,Vegetables,Tomato,,10.5,397.44,,United States
7412,,,Fruits,Banana,3,8,399.3,Paypal,India
7746,2024-12-10,,Electronics,Laptop,Five,10.5,212.16,Paypal,Germany
9580,2024-12-10,Jane Smith,Vegetables,Tomato,3,,,Credit Card,INDIA
7861,2024/12/09,Jane Smith,,,Five,15.0,67.54,Credit Card,U.S.A.
6280,2024-12-10,Maria Lopez,Household,Table,3,8,455.28,Cash,
6568,2024-12-10,Ali Khan,Fruits,Apple,,8,417.58,Cash,INDIA
2671,"Dec 11, 2024",Jane Smith,Clothing,Shirt,,10.5,54.87,,Germany
2127,12/11/2024,Ali Khan,Household,Table,Five,8,324.49,Paypal,India
3227,12/11/2024,Ali Khan,Household,Table,1,10.5,343.93,Paypal,
3629,2024-12-10,Jane Smith,Household,Table,3,20.0,351.14,Cash,U.S.A.
3817,2024-12-10,,Fruits,Apple,Five,15.0,,Paypal,United States
3210,2024-12-10,,Electronics,Laptop,,15 USD,153.72,Cash,U.S.A.
7088,,Wei Zhang,,,1,15.0,324.04,Credit Card,India
4977,,Ali Khan,Electronics,Laptop,,20.0,148.09,CASH,
5434,12/11/2024,,Electronics,Laptop,3,15.0,356.88,,China
6352,2024/12/09,,Fruits,Apple,Five,8,,Credit Card,India
8122,,John Doe,Fruits,Apple,Five,8,38.77,Cash,India
5847,,Maria Lopez,Fruits,Apple,10,15 USD,438.75,Cash,U.S.A.
7868,2024/12/09,Jane Smith,Vegetables,Tomato,2,20.0,191.92,,
2281,,Jane Smith,Household,Table,10,15 USD,409.31,CASH,China
7535,,,,,2,10.5,219.1,CASH,China
3595,"Dec 11, 2024",,Vegetables,Tomato,Five,15.0,65.73,,USA
5296,2024-12-10,John Doe,Fruits,Apple,2,,446.65,Debit,United States
7885,,John Doe,Fruits,Apple,,8,256.61,Paypal,INDIA
5769,12/11/2024,Wei Zhang,,,2,20.0,369.97,CASH,
6965,2024-12-10,John Doe,Household,Table,2,20.0,381.55,,China
8538,"Dec 11, 2024",Jane Smith,Household,Table,3,10.5,287.75,Credit Card,USA
1039,12/11/2024,,Clothing,Shirt,,8,293.82,Paypal,U.S.A.
3392,"Dec 11, 2024",John Doe,Fruits,Apple,Five,15.0,219.94,Cash,Germany
1837,2024/12/09,John Doe,Electronics,Laptop,2,,137.84,Cash,INDIA
9388,"Dec 11, 2024",Maria Lopez,Vegetables,Tomato,2,15.0,139.11,Cash,India
7463,"Dec 11, 2024",John Doe,Clothing,Shirt,10,10.5,137.98,Paypal,
9401,2024/12/09,Wei Zhang,Electronics,Laptop,10,10.5,61.18,,
9566,12/11/2024,Maria Lopez,Clothing,Shirt,10,15.0,350.07,CASH,USA
2739,"Dec 11, 2024",,,,3,15 USD,168.68,Debit,USA
7512,"Dec 11, 2024",John Doe,,,,15 USD,359.09,Cash,
8830,"Dec 11, 2024",Ali Khan,Vegetables,Tomato,1,20.0,29.49,Credit Card,India
2322,"Dec 11, 2024",Ali Khan,Household,Table,Five,8,154.64,CASH,India
7633,2024/12/09,John Doe,Clothing,Shirt,3,15.0,412.56,Debit,USA
8976,12/11/2024,Jane Smith,Fruits,Apple,Five,8,97.98,Credit Card,USA
2811,2024-12-10,Maria Lopez,Clothing,Shirt,2,,221.87,CASH,China
3557,2024-12-10,John Doe,,,10,20.0,31.8,Debit,INDIA
5881,2024-12-10,Maria Lopez,Fruits,Apple,3,8,159.44,Credit Card,USA
7099,"Dec 11, 2024",Wei Zhang,Household,Table,10,20.0,44.65,Cash,U.S.A.
9823,2024/12/09,John Doe,Electronics,Laptop,10,15.0,98.54,Debit,China
2324,,John Doe,Fruits,Banana,2,10.5,178.72,CASH,India
1066,"Dec 11, 2024",Ali Khan,Vegetables,Tomato,2,20.0,169.96,Credit Card,INDIA
9986,,John Doe,Clothing,Shirt,,20.0,498.65,CASH,USA
3906,2024-12-10,,,,10,,21.25,,Germany
8176,2024-12-10,Ali Khan,Vegetables,Tomato,3,8,416.49,CASH,U.S.A.
3494,12/11/2024,,Fruits,Apple,1,8,408.49,CASH,
2077,12/11/2024,,,,,15.0,,Paypal,China
6144,2024-12-10,,Vegetables,Tomato,,10.5,110.07,,India
5128,2024/12/09,Wei Zhang,Electronics,Table,1,8,82.51,Debit,USA
1155,"Dec 11, 2024",,Household,Table,Five,20.0,141.4,Credit Card,U.S.A.
9286,"Dec 11, 2024",,Vegetables,Banana,10,20.0,266.41,Debit,U.S.A.
6471,"Dec 11, 2024",,,,3,20.0,209.71,Debit,United States
5270,"Dec 11, 2024",Jane Smith,Electronics,Table,Five,,419.72,,India
2926,2024/12/09,,Household,Table,3,,45.48,Debit,India
7045,,,,,1,15 USD,289.8,Credit Card,INDIA
1448,12/11/2024,Maria Lopez,Household,Table,,15 USD,224.92,Credit Card,USA
3276,,Jane Smith,,,,,421.73,Credit Card,
3523,2024/12/09,Wei Zhang,,,Five,15.0,274.28,Credit Card,
4181,2024-12-10,,Household,Table,1,8,33.99,Credit Card,United States
2235,12/11/2024,John Doe,Clothing,Shirt,,8,436.61,Credit Card,United States
8533,12/11/2024,Ali Khan,Vegetables,Tomato,2,15 USD,,Debit,
1416,12/11/2024,Wei Zhang,,,Five,10.5,219.74,Paypal,China
9715,12/11/2024,Maria Lopez,Fruits,Apple,3,8,481.28,Debit,
3463,,John Doe,Household,Table,,8,134.71,Paypal,India
9965,12/11/2024,John Doe,Vegetables,Tomato,3,10.5,37.39,Credit Card,United States
1683,2024/12/09,,Vegetables,Tomato,2,15.0,306.78,Credit Card,Germany
4139,,Maria Lopez,Vegetables,Tomato,10,15.0,386.47,Debit,United States
1814,2024-12-10,,Vegetables,Tomato,2,15 USD,36.0,Debit,USA
4236,"Dec 11, 2024",Jane Smith,Fruits,Apple,3,10.5,177.47,Cash,INDIA
6217,,Wei Zhang,Household,Table,,8,412.63,Credit Card,United States
6094,"Dec 11, 2024",Jane Smith,Household,Table,2,,295.56,CASH,U.S.A.
8347,"Dec 11, 2024",,Household,Table,2,8,260.01,CASH,India
8191,"Dec 11, 2024",Maria Lopez,Vegetables,Tomato,3,15.0,168.06,CASH,United States
5796,,,,,10,,363.34,Paypal,INDIA
8702,"Dec 11, 2024",Maria Lopez,Household,Table,Five,8,112.33,Cash,USA
3535,12/11/2024,Ali Khan,Household,Table,1,15.0,317.42,Credit Card,U.S.A.
3250,,Ali Khan,,,,15.0,494.61,CASH,INDIA
5696,2024-12-10,Ali Khan,Vegetables,Tomato,3,15 USD,375.62,Credit Card,India
2210,12/11/2024,Ali Khan,Vegetables,Tomato,1,15.0,85.52,CASH,U.S.A.
9337,,,Vegetables,Tomato,3,10.5,438.94,Paypal,Germany
6228,"Dec 11, 2024",Jane Smith,Fruits,Apple,1,8,61.86,CASH,Germany
7325,2024-12-10,Wei Zhang,Vegetables,Tomato,,10.5,28.63,Credit Card,INDIA
7194,12/11/2024,Jane Smith,Household,Table,10,20.0,135.77,Credit Card,India
2971,2024/12/09,John Doe,Electronics,Table,,8,486.53,Cash,United States
5127,2024/12/09,John Doe,Electronics,Laptop,,15.0,205.48,Debit,U.S.A.
8991,2024-12-10,Ali Khan,Electronics,Laptop,3,15.0,271.62,CASH,United States
6876,2024/12/09,Jane Smith,Household,Table,Five,15.0,,Paypal,Germany
9617,2024/12/09,,Electronics,Laptop,1,,331.84,Debit,United States
6308,"Dec 11, 2024",,Vegetables,Tomato,,15.0,249.35,Credit Card,
2339,12/11/2024,,Electronics,Laptop,,10.5,121.38,Credit Card,India
8185,"Dec 11, 2024",Ali Khan,Electronics,Laptop,1,,12.57,Credit Card,Germany
5381,2024-12-10,John Doe,Vegetables,Tomato,2,10.5,,CASH,China
6729,2024/12/09,Jane Smith,Clothing,Shirt,1,20.0,313.97,Paypal,U.S.A.
7532,"Dec 11, 2024",Ali Khan,Household,Table,2,8,235.55,Debit,United States
2425,"Dec 11, 2024",Ali Khan,Clothing,Shirt,10,,178.63,CASH,
5148,,Wei Zhang,Clothing,Shirt,1,,241.59,Debit,India
4620,,Wei Zhang,Clothing,Shirt,,15 USD,74.69,CASH,Germany
7357,"Dec 11, 2024",,Fruits,Apple,1,8,200.76,Cash,
8838,,Maria Lopez,Household,Table,3,10.5,494.98,,India
7171,12/11/2024,Wei Zhang,Vegetables,Tomato,Five,15 USD,112.5,Paypal,India
1512,,Jane Smith,Vegetables,Tomato,1,10.5,335.38,Debit,
6030,2024/12/09,John Doe,,,10,15 USD,296.2,CASH,USA
9973,2024/12/09,Maria Lopez,Household,Table,2,10.5,100.84,Credit Card,China
6433,"Dec 11, 2024",,Clothing,Shirt,3,,298.11,Debit,United States
7099,"Dec 11, 2024",John Doe,Vegetables,Tomato,,,468.02,Paypal,Germany
3797,,,Clothing,Shirt,1,10.5,20.89,Paypal,India
2318,12/11/2024,,Fruits,Apple,10,20.0,187.52,Credit Card,INDIA
2005,12/11/2024,,Fruits,Apple,2,,89.06,Credit Card,China
3076,2024-12-10,Maria Lopez,Clothing,Shirt,Five,,58.21,Credit Card,USA
4488,12/11/2024,Jane Smith,,,1,10.5,92.52,Paypal,U.S.A.
1521,,Ali Khan,Clothing,Shirt,3,15 USD,37.04,Paypal,INDIA
3280,2024/12/09,,Household,Table,2,15 USD,461.66,Paypal,INDIA
1592,"Dec 11, 2024",,Fruits,Apple,3,20.0,43.23,Paypal,
5483,,Jane Smith,Clothing,Shirt,2,8,284.86,Cash,INDIA
2724,2024/12/09,Jane Smith,Household,Table,10,15 USD,42.89,Paypal,Germany
6185,"Dec 11, 2024",Jane Smith,,,1,8,16.73,Cash,INDIA
1276,12/11/2024,,Clothing,Shirt,1,15 USD,365.18,CASH,INDIA
2247,2024-12-10,,Fruits,Apple,,15.0,205.53,Paypal,U.S.A.
1679,2024-12-10,John Doe,Clothing,Shirt,1,8,42.47,Paypal,China
9533,"Dec 11, 2024",John Doe,Electronics,Laptop,3,20.0,213.04,CASH,China
2517,2024/12/09,John Doe,Household,Table,Five,8,241.45,CASH,India
0,2024-12-10,Wei Zhang,,,,8,26.97,Paypal,Germany
9938,2024-12-10,John Doe,Clothing,Shirt,2,20.0,482.24,Credit Card,U.S.A.
7801,"Dec 11, 2024",Wei Zhang,Household,Table,3,20.0,48.89,Credit Card,India
6411,2024-12-10,,Household,Table,3,15 USD,206.48,CASH,
8132,"Dec 11, 2024",Maria Lopez,Fruits,Apple,10,,160.44,CASH,India
3107,12/11/2024,Jane Smith,Fruits,Banana,1,,90.76,Credit Card,USA
1070,2024/12/09,Ali Khan,,,Five,8,413.38,Debit,U.S.A.
6647,,Jane Smith,Clothing,Shirt,1,8,303.98,Paypal,United States
5743,2024/12/09,Wei Zhang,Electronics,Laptop,2,8,238.74,CASH,India
9192,"Dec 11, 2024",John Doe,Vegetables,Tomato,3,20.0,232.98,Cash,INDIA
3552,2024-12-10,John Doe,Vegetables,Tomato,2,20.0,215.55,Credit Card,
8948,2024-12-10,,Electronics,Laptop,Five,10.5,110.35,CASH,U.S.A.
5272,12/11/2024,Jane Smith,Fruits,Apple,,,485.26,Paypal,U.S.A.
8106,"Dec 11, 2024",,,,2,15.0,122.87,Paypal,U.S.A.
1250,2024/12/09,Jane Smith,Household,Table,10,15.0,455.49,CASH,China
9757,,Wei Zhang,Clothing,Shirt,,,463.41,CASH,China
2290,"Dec 11, 2024",Ali Khan,Household,Table,2,10.5,121.79,Cash,INDIA
2301,"Dec 11, 2024",John Doe,,,3,10.5,352.37,Cash,INDIA
7789,2024-12-10,Ali Khan,Vegetables,Tomato,1,,,Credit Card,
5040,12/11/2024,Wei Zhang,Electronics,Laptop,1,,69.79,Paypal,India
9717,"Dec 11, 2024",Jane Smith,,,1,15.0,210.01,,Germany
7776,2024/12/09,Wei Zhang,Household,Table,1,20.0,125.15,Credit Card,U.S.A.
9748,2024-12-10,Ali Khan,Fruits,Apple,3,8,497.78,Debit,USA
8152,2024-12-10,John Doe,Household,Table,,20.0,151.38,,China
3699,2024/12/09,Wei Zhang,Fruits,Apple,3,15.0,330.05,CASH,INDIA
5998,2024/12/09,Maria Lopez,Fruits,Apple,,8,,,
6175,12/11/2024,,,,,8,328.97,,U.S.A.
3472,,,,,2,10.5,325.25,,U.S.A.
3082,2024-12-10,Jane Smith,Electronics,Laptop,,15.0,368.11,Paypal,INDIA
6723,"Dec 11, 2024",Wei Zhang,Fruits,Apple,Five,20.0,262.77,Debit,USA
2117,"Dec 11, 2024",Wei Zhang,,,,15 USD,225.76,Paypal,
8659,2024/12/09,Wei Zhang,,,3,10.5,395.21,Debit,China
5698,2024-12-10,Wei Zhang,Clothing,Shirt,1,8,122.72,Paypal,
2234,2024-12-10,Wei Zhang,Vegetables,Tomato,,15 USD,445.46,Debit,United States
9233,2024/12/09,Jane Smith,Electronics,Laptop,Five,15.0,479.12,Cash,
2098,2024/12/09,Wei Zhang,Fruits,Banana,,,135.34,Paypal,INDIA
7611,,,,,10,15.0,15.95,,China
6184,12/11/2024,Ali Khan,Clothing,Shirt,2,10.5,269.54,CASH,INDIA
3487,2024/12/09,,Clothing,Shirt,2,20.0,410.86,Cash,INDIA
8176,"Dec 11, 2024",Jane Smith,Clothing,Shirt,Five,10.5,310.39,Credit Card,China
8569,2024/12/09,Ali Khan,,,,,299.76,,INDIA
8465,,,Household,Table,1,,380.79,Paypal,INDIA
3114,2024-12-10,,Clothing,Shirt,,,467.48,Cash,U.S.A.
7845,2024-12-10,Wei Zhang,,,10,8,,Credit Card,
5747,,Ali Khan,Vegetables,Tomato,2,,303.5,CASH,China
6288,12/11/2024,Ali Khan,Vegetables,Tomato,10,20.0,291.52,Cash,Germany
9601,2024/12/09,Ali Khan,Household,Table,1,15.0,432.72,,U.S.A.
7791,,,Fruits,Apple,10,20.0,35.98,CASH,U.S.A.
2938,12/11/2024,Ali Khan,Electronics,Laptop,,10.5,264.58,Debit,U.S.A.
5685,2024/12/09,,Clothing,Shirt,10,15.0,99.35,Paypal,India
5078,"Dec 11, 2024",,Electronics,Laptop,1,15 USD,320.69,,China
9606,"Dec 11, 2024",Jane Smith,Household,Table,10,,321.92,Debit,
3619,"Dec 11, 2024",Jane Smith,,,,10.5,39.85,Cash,U.S.A.
8140,"Dec 11, 2024",Ali Khan,Fruits,Apple,3,10.5,446.07,Cash,United States
5142,2024-12-10,Maria Lopez,Vegetables,Tomato,,10.5,114.52,,USA
7124,12/11/2024,Jane Smith,Clothing,Shirt,10,20.0,,Credit Card,China
2631,2024-12-10,Jane Smith,,,3,15.0,75.46,,U.S.A.
3085,,John Doe,,,10,8,370.26,Cash,INDIA
2043,2024-12-10,Jane Smith,Fruits,Banana,1,10.5,27.97,Credit Card,United States
1502,12/11/2024,,Electronics,Laptop,,,321.92,Cash,U.S.A.
3209,12/11/2024,John Doe,Clothing,Shirt,Five,10.5,27.29,Debit,China
2427,2024/12/09,Ali Khan,Household,Table,,20.0,425.64,Debit,United States
5130,,John Doe,Electronics,Table,1,8,76.62,CASH,Germany
1618,2024-12-10,Wei Zhang,Fruits,Apple,1,,296.11,CASH,India
7598,,,Vegetables,Banana,,,21.36,,India
5829,2024-12-10,,,,1,15 USD,462.41,Credit Card,Germany
9285,12/11/2024,Jane Smith,,,,8,467.87,CASH,USA
7283,2024-12-10,,,,10,10.5,40.77,Credit Card,China
2635,,Ali Khan,Fruits,Apple,,,423.9,Debit,Germany
8576,"Dec 11, 2024",Jane Smith,Clothing,Shirt,3,10.5,432.27,Credit Card,
1300,2024/12/09,Wei Zhang,Electronics,Table,Five,,,,
8208,,Wei Zhang,Fruits,Apple,2,10.5,466.21,Debit,
8437,12/11/2024,,Electronics,Laptop,1,15 USD,491.84,Debit,USA
9718,2024-12-10,,Vegetables,Tomato,10,20.0,48.1,Paypal,
3140,"Dec 11, 2024",Maria Lopez,Clothing,Shirt,10,15 USD,285.26,Debit,USA
7329,,Wei Zhang,Electronics,Table,,20.0,353.34,Debit,India
7861,12/11/2024,,Household,Table,1,,352.89,Debit,India
8561,2024/12/09,,,,,10.5,372.52,Credit Card,
1837,12/11/2024,Wei Zhang,Vegetables,Banana,1,8,399.06,Cash,INDIA
6659,12/11/2024,Maria Lopez,Fruits,Apple,3,,204.25,CASH,
9326,2024/12/09,Jane Smith,Clothing,Shirt,Five,8,322.87,Debit,Germany
9954,"Dec 11, 2024",John Doe,Household,Table,,15 USD,238.15,Cash,U.S.A.
8996,12/11/2024,Jane Smith,Clothing,Shirt,,20.0,82.34,CASH,India
4498,2024-12-10,,,,10,15 USD,,,Germany
4411,12/11/2024,John Doe,,,1,20.0,377.47,Cash,India
8197,2024-12-10,Ali Khan,Household,Table,3,15.0,54.25,Cash,Germany
1920,12/11/2024,Jane Smith,Clothing,Shirt,10,15.0,424.6,,United States
1040,,John Doe,Fruits,Apple,Five,15 USD,340.3,Cash,Germany
2489,"Dec 11, 2024",Ali Khan,Household,Table,10,,67.76,,U.S.A.
3330,2024/12/09,Wei Zhang,Electronics,Laptop,3,15.0,169.56,Debit,USA
4204,2024-12-10,Maria Lopez,Clothing,Shirt,2,15 USD,296.82,,USA
5328,,Maria Lopez,Fruits,Apple,10,20.0,414.35,Cash,INDIA
7704,"Dec 11, 2024",,Fruits,Apple,Five,15 USD,79.21,Cash,Germany
2448,12/11/2024,Maria Lopez,Fruits,Apple,,15 USD,322.44,CASH,USA
9745,2024/12/09,Maria Lopez,Electronics,Laptop,Five,15 USD,492.65,Credit Card,Germany
4078,,,,,2,15 USD,106.64,Credit Card,INDIA
2244,"Dec 11, 2024",,Fruits,Apple,10,15.0,,CASH,India
3892,,,Fruits,Apple,Five,20.0,72.01,,U.S.A.
8628,2024/12/09,John Doe,Clothing,Shirt,10,15 USD,168.59,CASH,INDIA
2797,12/11/2024,,Vegetables,Tomato,3,15 USD,199.58,Credit Card,USA
4373,"Dec 11, 2024",Wei Zhang,Fruits,Apple,3,,31.62,Debit,China
5117,2024-12-10,Wei Zhang,Electronics,Laptop,3,20.0,268.46,Debit,India
8095,2024-12-10,Maria Lopez,Clothing,Shirt,1,15.0,176.16,Debit,Germany
4863,2024/12/09,Ali Khan,Clothing,Shirt,3,15 USD,55.49,Cash,USA
5167,2024/12/09,,Clothing,Shirt,10,8,261.23,Cash,USA
1177,,Ali Khan,Clothing,Shirt,10,20.0,83.13,Paypal,INDIA
9251,12/11/2024,Wei Zhang,Electronics,Laptop,,8,418.71,Paypal,U.S.A.
9568,"Dec 11, 2024",,Fruits,Apple,3,20.0,494.42,,Germany
9458,,,Clothing,Shirt,1,,407.63,Credit Card,USA
7653,,Ali Khan,Clothing,Shirt,10,20.0,315.0,Cash,USA
1164,2024-12-10,Ali Khan,Vegetables,Tomato,10,20.0,92.87,Credit Card,USA
5317,2024/12/09,Ali Khan,Clothing,Shirt,Five,,453.97,,USA
5912,,Jane Smith,Vegetables,Tomato,3,20.0,483.02,Debit,United States
4294,12/11/2024,,Fruits,Apple,2,10.5,167.55,Credit Card,Germany
6639,12/11/2024,Wei Zhang,Household,Table,Five,8,342.36,Cash,China
6103,"Dec 11, 2024",John Doe,Fruits,Apple,2,20.0,,Cash,China
5615,2024-12-10,Maria Lopez,Household,Table,2,10.5,415.91,,U.S.A.
9001,,Maria Lopez,Household,Table,1,15.0,89.49,CASH,United States
6398,"Dec 11, 2024",,Vegetables,Tomato,1,10.5,196.57,,U.S.A.
8181,"Dec 11, 2024",John Doe,Fruits,Banana,2,15 USD,167.6,Credit Card,India
5597,2024/12/09,Ali Khan,Vegetables,Tomato,,,203.39,Paypal,India
5549,,Ali Khan,Fruits,Apple,10,20.0,,Debit,INDIA
3351,,Maria Lopez,Clothing,Shirt,10,20.0,452.17,CASH,USA
7784,,Jane Smith,Fruits,Apple,2,8,485.36,Debit,U.S.A.
1886,2024-12-10,Ali Khan,Clothing,Shirt,2,15 USD,43.95,,China
3861,2024-12-10,Jane Smith,Electronics,Laptop,,,140.32,CASH,China
5837,,,Electronics,Laptop,2,15 USD,247.98,Debit,INDIA
1705,2024-12-10,,Electronics,Table,10,10.5,,,India
7527,2024/12/09,,Vegetables,Tomato,3,10.5,11.11,CASH,Germany
2210,"Dec 11, 2024",Jane Smith,Fruits,Apple,2,8,407.31,Debit,
3516,12/11/2024,Jane Smith,Clothing,Shirt,1,15.0,286.39,Paypal,USA
7737,2024-12-10,John Doe,,,2,,28.78,Debit,USA
5913,12/11/2024,Wei Zhang,,,1,8,,Paypal,China
6838,"Dec 11, 2024",Maria Lopez,Clothing,Shirt,,20.0,309.56,Cash,USA
2505,12/11/2024,Ali Khan,Household,Table,2,,72.39,Credit Card,USA
0,2024-12-10,Maria Lopez,Electronics,Laptop,10,10.5,103.42,Cash,
7485,,Ali Khan,Vegetables,Tomato,Five,20.0,110.6,Debit,U.S.A.
1451,2024-12-10,Maria Lopez,,,Five,8,302.7,Debit,United States
6974,12/11/2024,Maria Lopez,Clothing,Shirt,3,,114.64,Cash,Germany
2473,12/11/2024,,,,3,8,484.55,Paypal,U.S.A.
5411,,,Electronics,Laptop,2,10.5,381.25,CASH,U.S.A.
8716,12/11/2024,John Doe,Vegetables,Tomato,10,8,132.43,CASH,United States
6155,12/11/2024,,,,10,8,,Paypal,
1183,,Maria Lopez,,,1,15 USD,397.07,Debit,
4063,"Dec 11, 2024",Maria Lopez,Household,Table,Five,15 USD,172.86,Debit,India
2887,2024/12/09,Ali Khan,Fruits,Apple,3,15.0,22.58,CASH,India
7837,2024-12-10,Wei Zhang,Electronics,Laptop,2,15 USD,247.65,Debit,USA
1477,"Dec 11, 2024",,,,10,,206.93,Debit,
6861,,Maria Lopez,Electronics,Laptop,10,,,Paypal,India
8706,2024/12/09,,Clothing,Shirt,1,8,169.99,CASH,Germany
6233,2024/12/09,,Vegetables,Tomato,1,8,326.67,Cash,
6542,12/11/2024,John Doe,Vegetables,Banana,2,15.0,40.18,,USA
6018,2024/12/09,Jane Smith,Vegetables,Tomato,,8,464.05,Paypal,China
6904,2024/12/09,Wei Zhang,Fruits,Banana,2,20.0,138.39,CASH,United States
4736,"Dec 11, 2024",Wei Zhang,Vegetables,Tomato,,15 USD,199.8,Credit Card,China
7976,12/11/2024,,Household,Table,10,,69.01,CASH,United States
7147,"Dec 11, 2024",,Household,Table,1,,478.75,Cash,Germany
6775,2024/12/09,Ali Khan,Vegetables,Tomato,10,15.0,481.26,Debit,United States
1183,2024/12/09,Maria Lopez,Vegetables,Tomato,1,15.0,170.88,Debit,USA
8683,,John Doe,,,10,15.0,99.13,Debit,
2966,2024/12/09,John Doe,Fruits,Apple,2,15 USD,452.09,Cash,United States
4093,,,Vegetables,Tomato,2,15.0,440.36,Cash,
3280,2024-12-10,Ali Khan,Clothing,Shirt,,8,,CASH,United States
4497,"Dec 11, 2024",Maria Lopez,Vegetables,Tomato,2,15.0,19.75,,India
9140,2024-12-10,Ali Khan,,,3,10.5,228.74,Paypal,Germany
5852,,Wei Zhang,Electronics,Laptop,,20.0,463.49,Credit Card,Germany
1811,2024-12-10,Jane Smith,Vegetables,Tomato,Five,15.0,402.61,Debit,USA
3135,,Maria Lopez,Vegetables,Tomato,2,15 USD,,CASH,Germany
8528,12/11/2024,John Doe,Electronics,Laptop,3,,390.33,Credit Card,USA
4434,"Dec 11, 2024",Ali Khan,Household,Table,,8,357.14,CASH,China
9733,,John Doe,Electronics,Laptop,10,15 USD,,Cash,USA
2134,2024/12/09,Ali Khan,Fruits,Apple,,,196.82,Credit Card,India
6099,2024/12/09,John Doe,,,,,470.98,CASH,Germany
8497,"Dec 11, 2024",,Vegetables,Tomato,Five,10.5,290.7,CASH,INDIA
9278,2024-12-10,Jane Smith,Vegetables,Tomato,Five,,251.68,Paypal,India
8858,,Maria Lopez,,,Five,8,193.7,,China
2769,2024-12-10,Jane Smith,Electronics,Laptop,,15.0,376.49,CASH,INDIA
8412,12/11/2024,Wei Zhang,,,,20.0,342.0,Credit Card,
6137,,,Clothing,Shirt,,15 USD,448.75,CASH,USA
6649,2024-12-10,John Doe,Clothing,Shirt,1,15.0,321.01,CASH,U.S.A.
9323,12/11/2024,,Household,Table,Five,15.0,225.83,Paypal,
1110,2024/12/09,John Doe,Fruits,Banana,,,80.81,Debit,United States
7647,,Ali Khan,Fruits,Apple,2,8,189.01,,U.S.A.
9450,"Dec 11, 2024",Jane Smith,Clothing,Shirt,2,20.0,435.19,Debit,USA
6847,"Dec 11, 2024",Ali Khan,Household,Table,3,15.0,,,Germany
7096,,Ali Khan,Fruits,Apple,2,,353.65,,USA
2620,"Dec 11, 2024",Maria Lopez,Household,Table,3,15.0,,Credit Card,INDIA
9985,2024/12/09,John Doe,,,2,,402.01,Paypal,China
5469,"Dec 11, 2024",Jane Smith,Fruits,Apple,10,15 USD,343.75,Debit,United States
5924,"Dec 11, 2024",Jane Smith,Fruits,Apple,Five,15.0,376.95,Credit Card,Germany
3519,12/11/2024,John Doe,Electronics,Laptop,,15 USD,57.14,Cash,
7235,,,Household,Table,2,10.5,449.04,Cash,
2225,"Dec 11, 2024",,Fruits,Apple,10,15.0,139.94,Cash,China
4020,12/11/2024,John Doe,Fruits,Banana,1,20.0,403.61,CASH,Germany
8270,2024-12-10,Maria Lopez,Fruits,Apple,3,8,224.11,Debit,China
1579,"Dec 11, 2024",Maria Lopez,Household,Table,1,8,202.93,Cash,Germany
4183,12/11/2024,Wei Zhang,,,10,8,146.56,Cash,INDIA
6442,2024-12-10,Jane Smith,Vegetables,Tomato,Five,20.0,414.06,Cash,United States
5752,2024/12/09,,Fruits,Apple,3,15.0,318.16,Cash,U.S.A.
6574,,John Doe,Vegetables,Banana,3,15 USD,330.41,CASH,India
9755,,,Electronics,Laptop,10,20.0,282.85,,U.S.A.
3778,12/11/2024,Maria Lopez,Fruits,Apple,,,299.22,Credit Card,INDIA
2532,,,Clothing,Shirt,3,20.0,452.48,Cash,U.S.A.
7091,2024-12-10,Maria Lopez,Vegetables,Banana,2,15 USD,223.81,CASH,India
3132,2024/12/09,Jane Smith,Clothing,Shirt,2,10.5,,Cash,India
8567,"Dec 11, 2024",John Doe,Vegetables,Tomato,Five,8,487.45,Credit Card,India
4545,"Dec 11, 2024",Jane Smith,Vegetables,Banana,Five,20.0,258.5,Cash,INDIA
9508,2024-12-10,Jane Smith,Fruits,Apple,,15.0,202.05,,
2770,"Dec 11, 2024",,Fruits,Apple,3,15 USD,268.6,CASH,INDIA
9818,2024/12/09,Jane Smith,,,10,15 USD,284.22,Debit,United States
